"","gender","yearsExperience","yearsSchool","wage"
"1663","male",8,10,0.8685581934
"1664","male",12,11,6.7368936796
"1665","male",6,12,0.8319522925
"1666","male",7,13,4.5495905369
"1667","male",6,11,6.0088931619
"1668","male",10,12,8.685581934
"1669","male",12,10,3.0622243998
"1670","male",11,8,1.5250024146
"1671","male",10,12,5.3453669735
"1672","male",13,10,7.0431161195
"1673","male",6,12,6.1244487996
"1674","male",6,14,3.595644134
"1675","male",14,9,3.6761120239
"1676","male",8,14,2.0489883852
"1677","male",6,14,2.4497795198
"1678","male",9,12,3.0013005636
"1679","male",11,9,5.0752404395
"1680","male",8,14,4.4855117969
"1681","male",11,12,8.9530094902
"1682","male",7,10,1.0734988907
"1683","male",7,14,14.290380532
"1684","male",8,13,4.8995590397
"1685","male",9,12,8.2680058795
"1686","male",7,12,3.434494817
"1687","male",11,12,7.3493385595
"1688","male",7,14,4.8510485541
"1689","male",12,10,4.7283954051
"1690","male",10,12,5.5120039196
"1691","male",9,12,6.808697562
"1692","male",12,10,2.6175726376
"1693","male",7,12,4.0256208402
"1694","male",8,12,5.4373155197
"1695","male",9,12,12.283894449
"1696","male",9,12,3.9808917197
"1697","male",11,10,4.0483644608
"1698","male",6,13,11.092493885
"1699","male",9,12,5.2057814797
"1700","male",10,9,3.1222680155
"1701","male",13,9,3.9808917197
"1702","male",10,11,7.2640521177
"1703","male",8,12,5.8301389031
"1704","male",8,13,3.1919678482
"1705","male",11,11,3.9156311997
"1706","male",8,12,3.3328395793
"1707","male",7,14,4.6044048807
"1708","male",11,10,2.8467855899
"1709","male",8,9,1.0881708573
"1710","male",7,12,1.4329641367
"1711","male",10,9,3.8277804998
"1712","male",8,12,8.1148946595
"1713","male",8,12,7.4641719745
"1714","male",8,12,5.8168280836
"1715","male",8,11,6.4337643955
"1716","male",11,10,2.5320159348
"1717","male",9,12,4.4960659423
"1718","male",9,10,1.797822067
"1719","male",10,12,5.2057814797
"1720","male",5,12,0.3184713376
"1721","male",10,9,5.9144676979
"1722","male",8,12,10.198499893
"1723","male",8,12,4.7464478197
"1724","male",8,9,5.4284887087
"1725","male",6,11,4.2540190812
"1726","male",8,12,6.1244487996
"1727","male",9,12,4.8995590397
"1728","male",8,13,7.9617834395
"1729","male",7,13,5.8519878279
"1730","male",8,13,4.1904123366
"1731","male",9,12,2.3382623905
"1732","male",7,12,7.9617834395
"1733","male",12,10,2.7560019598
"1734","male",7,13,5.9429338517
"1735","male",10,12,2.1149175711
"1736","male",7,13,5.0526702597
"1737","male",13,8,3.1847133758
"1738","male",3,11,1.6472655392
"1739","male",6,12,5.2057814797
"1740","male",6,14,10.615711253
"1741","male",10,11,4.8131688299
"1742","male",8,13,9.9334160115
"1743","male",9,12,5.6785379658
"1744","male",8,12,3.5783296357
"1745","male",8,11,4.6161699106
"1746","male",7,12,8.0394370932
"1747","male",9,13,7.1451902662
"1748","male",8,10,7.4332435081
"1749","male",4,12,2.0080159999
"1750","male",10,11,2.0029643873
"1751","male",8,12,3.2812198417
"1752","male",4,12,1.9935607986
"1753","male",11,11,9.3755580689
"1754","male",7,13,5.9713375796
"1755","male",7,13,9.7531847134
"1756","male",5,12,4.5933365997
"1757","male",9,12,7.0431161195
"1758","male",9,11,5.5975028473
"1759","male",5,12,6.2556869882
"1760","male",4,11,2.7613121755
"1761","male",9,8,4.8995590397
"1762","male",10,11,10.105340519
"1763","male",8,12,2.5697342412
"1764","male",6,11,7.7351672126
"1765","male",9,10,2.7560019598
"1766","male",8,11,9.3539080335
"1767","male",6,11,5.7758025959
"1768","male",7,12,5.0065363113
"1769","male",11,8,5.7091510244
"1770","male",8,9,0.5258194897
"1771","male",6,12,2.1435570799
"1772","male",8,11,7.6555609995
"1773","male",7,12,8.5742283195
"1774","male",7,12,3.1120977614
"1775","male",9,12,3.976910828
"1776","male",5,12,3.7659204286
"1777","male",9,12,7.3493385595
"1778","male",12,8,1.0411562959
"1779","male",6,9,5.8182263596
"1780","male",7,11,0.2211606511
"1781","male",6,11,4.8995590397
"1782","male",4,11,3.1070374398
"1783","male",8,11,3.8370040672
"1784","male",8,12,4.3866575424
"1785","male",2,12,3.7284449278
"1786","male",8,11,4.5933365997
"1787","male",8,12,6.3220116641
"1788","male",12,8,6.050955414
"1789","male",7,11,4.3927081045
"1790","male",3,12,6.4306712396
"1791","male",5,12,5.7324840764
"1792","male",5,11,4.5933365997
"1793","male",5,12,3.6860108516
"1794","male",8,12,7.1560454928
"1795","male",9,12,7.0431161195
"1796","male",8,11,4.7770700637
"1797","male",3,11,9.4928956394
"1798","male",7,13,3.7913254474
"1799","male",9,12,3.3684468398
"1800","male",9,11,3.9808917197
"1801","male",6,10,5.7324840764
"1802","male",10,11,2.2058620785
"1803","male",10,10,1.905384071
"1804","male",5,11,4.7770700637
"1805","male",3,12,2.3810941127
"1806","male",4,12,4.556988245
"1807","male",10,11,7.9617834395
"1808","male",8,11,5.5386319579
"1809","male",5,13,9.6630192172
"1810","male",5,12,5.2057814797
"1811","male",4,11,6.4078739956
"1812","male",7,11,5.6962353063
"1813","male",5,11,39.808917197
"1814","male",7,12,4.5933365997
"1815","male",8,12,9.5694512494
"1816","male",6,12,8.5742283195
"1817","male",7,12,0.7625370055
"1818","male",6,12,5.7253274172
"1819","male",6,11,18.473419092
"1820","male",2,13,3.3641338477
"1821","male",10,9,4.7321149715
"1822","male",7,8,2.1435570799
"1823","male",9,11,4.1340029397
"1824","male",9,11,7.6846912084
"1825","male",6,11,3.7052915238
"1826","male",7,12,5.4075133238
"1827","male",6,12,3.9676661659
"1828","male",5,11,6.0983873154
"1829","male",6,11,3.3174097665
"1830","male",5,11,11.722871322
"1831","male",6,11,3.7454626395
"1832","male",8,10,7.9617834395
"1833","male",9,9,2.5409947147
"1834","male",7,11,4.220026558
"1835","male",9,11,4.4585987261
"1836","male",7,11,7.6555609995
"1837","male",8,11,5.3841308128
"1838","male",8,11,5.6653096901
"1839","male",7,11,5.2057814797
"1840","male",7,10,5.4491293502
"1841","male",7,11,4.1141335448
"1842","male",5,12,11.889596603
"1843","male",4,10,3.0622243998
"1844","male",4,11,4.5627143557
"1845","male",9,10,4.8995590397
"1846","male",10,10,0.8261253893
"1847","male",7,8,1.8373346399
"1848","male",4,11,6.2775600196
"1849","male",4,11,4.7464478197
"1850","male",7,11,5.2057814797
"1851","male",7,11,3.2094010764
"1852","male",7,10,5.2057814797
"1853","male",8,10,5.8182263596
"1854","male",8,10,6.2394384505
"1855","male",2,11,11.811436971
"1856","male",9,10,5.8182263596
"1857","male",9,11,2.9047966114
"1858","male",5,12,4.1033806957
"1859","male",8,11,7.3493385595
"1860","male",7,10,0.5047089344
"1861","male",9,9,0.4697217368
"1862","male",7,11,4.631508372
"1863","male",8,11,3.5985461873
"1864","male",4,11,6.4306712396
"1865","male",7,10,6.3694267516
"1866","male",5,10,4.3517822526
"1867","male",8,10,4.6848373288
"1868","male",4,10,3.970443185
"1869","male",8,11,10.707113441
"1870","male",7,10,4.7464478197
"1871","male",5,10,9.8436595252
"1872","male",2,12,4.5062611032
"1873","male",8,9,5.4639690271
"1874","male",8,10,4.199622034
"1875","male",7,11,3.1847133758
"1876","male",8,11,5.6267020774
"1877","male",7,10,2.1435570799
"1878","male",6,9,3.6746692798
"1879","male",7,10,5.7406850551
"1880","male",8,11,7.9617834395
"1881","male",8,10,1.3780009799
"1882","male",8,11,5.1328713749
"1883","male",7,10,3.0622243998
"1884","male",9,11,6.8243858053
"1885","male",10,9,1.3132838663
"1886","male",10,9,5.5120039196
"1887","male",4,13,5.9395187293
"1888","male",6,11,6.5867908496
"1889","male",6,11,4.0946314832
"1890","male",6,11,6.6097824781
"1891","male",7,9,5.3524594551
"1892","male",5,9,2.0603506128
"1893","male",4,8,3.6396724295
"1894","male",7,10,6.5787506354
"1895","male",7,10,2.5142474019
"1896","male",8,9,5.3287526957
"1897","male",9,8,7.3493385595
"1898","male",3,8,9.0991810737
"1899","male",7,10,8.6660950514
"1900","male",7,10,2.1713954835
"1901","male",5,11,9.2993630573
"1902","male",6,10,2.8152162438
"1903","male",9,10,7.0431161195
"1904","male",6,10,7.4630507229
"1905","male",7,10,5.3928784853
"1906","male",9,10,3.2519960527
"1907","male",5,11,4.2871141597
"1908","male",5,10,5.9151437143
"1909","male",7,10,7.1349828515
"1910","male",4,10,11.636452719
"1911","male",6,9,5.1778245537
"1912","male",6,7,4.6540696515
"1913","male",3,8,0.77675936
"1914","male",3,10,5.3841308128
"1915","male",10,12,11.198992091
"1916","male",9,12,7.4535844965
"1917","male",11,12,7.8115611104
"1918","male",8,12,8.2680058795
"1919","male",14,8,1.8515775441
"1920","male",10,11,4.5122710022
"1921","male",8,10,3.7898089172
"1922","male",9,13,3.5713791194
"1923","male",10,14,10.615711253
"1924","male",11,12,5.5120039196
"1925","male",7,15,12.086732141
"1926","male",9,12,4.8995590397
"1927","male",7,12,2.5875796178
"1928","male",11,12,3.1531815602
"1929","male",8,14,2.4419527482
"1930","male",10,12,3.8781215
"1931","male",5,14,6.0776972821
"1932","male",14,10,5.4797699786
"1933","male",11,12,8.7172811381
"1934","male",14,8,5.6543213983
"1935","male",8,10,7.6007479136
"1936","male",6,14,8.1065431384
"1937","male",12,10,2.3645203718
"1938","male",11,9,4.1904123366
"1939","male",12,12,5.6617126681
"1940","male",10,12,7.9617834395
"1941","male",11,12,5.8460647633
"1942","male",7,14,4.1218216512
"1943","male",18,6,5.0616149014
"1944","male",16,8,5.2488065526
"1945","male",16,8,4.0991360283
"1946","male",11,11,12.327922745
"1947","male",9,14,25.076734039
"1948","male",10,12,5.8494735474
"1949","male",11,12,5.5120039196
"1950","male",11,13,3.0622243998
"1951","male",12,12,8.3204223332
"1952","male",8,15,0.8912444149
"1953","male",7,15,7.8283457282
"1954","male",12,11,4.3987753809
"1955","male",11,13,8.450317415
"1956","male",16,6,0.231447193
"1957","male",9,9,2.6724867489
"1958","male",13,6,3.5812037961
"1959","male",14,8,10.411562959
"1960","male",17,6,7.0063694268
"1961","male",11,13,9.5823234316
"1962","male",8,12,4.5933365997
"1963","male",11,12,6.7572331774
"1964","male",10,10,7.3493385595
"1965","male",9,14,10.3948213
"1966","male",11,12,6.5109695683
"1967","male",12,11,18.373346399
"1968","male",15,4,3.5649776595
"1969","male",9,13,9.0239812301
"1970","male",8,13,6.2101910828
"1971","male",9,12,6.4306712396
"1972","male",7,14,10.105340519
"1973","male",11,12,11.785314427
"1974","male",6,12,3.4702176457
"1975","male",9,12,4.2462845011
"1976","male",7,14,6.2554875147
"1977","male",9,13,13.609886221
"1978","male",11,12,6.4306712396
"1979","male",9,12,6.7368936796
"1980","male",9,13,5.8877054006
"1981","male",9,12,1.7416401274
"1982","male",6,13,10.436794771
"1983","male",9,13,5.1297396657
"1984","male",6,13,7.0117979155
"1985","male",8,14,10.564674179
"1986","male",18,4,9.0991810737
"1987","male",6,12,3.3075658206
"1988","male",10,11,3.5583389674
"1989","male",10,12,7.3493385595
"1990","male",10,10,5.4927119059
"1991","male",10,10,1.5611340077
"1992","male",10,11,12.151529574
"1993","male",15,8,4.7961200733
"1994","male",11,12,5.4140127389
"1995","male",9,13,6.6348195329
"1996","male",11,12,12.489072062
"1997","male",11,12,3.0622243998
"1998","male",9,13,5.9843470297
"1999","male",10,12,7.5081651296
"2000","male",9,12,12.853238294
"2001","male",11,12,5.8182263596
"2002","male",11,12,7.5569469934
"2003","male",6,13,2.3161551824
"2004","male",11,12,4.2871141597
"2005","male",6,14,11.330230279
"2006","male",11,11,3.256353145
"2007","male",10,12,4.8253232967
"2008","male",10,10,9.910291218
"2009","male",17,6,5.6068897461
"2010","male",7,12,4.1539739684
"2011","male",8,12,4.8745612895
"2012","male",7,12,1.6634305382
"2013","male",8,12,3.2587764776
"2014","male",7,10,6.9665605096
"2015","male",8,13,10.227234889
"2016","male",11,10,2.8141797135
"2017","male",9,11,5.2057814797
"2018","male",9,12,10.494250026
"2019","male",8,12,9.7991180794
"2020","male",5,13,9.7640675804
"2021","male",12,11,7.9617834395
"2022","male",10,12,4.2871141597
"2023","male",8,13,7.0431161195
"2024","male",12,9,3.6419848008
"2025","male",9,12,6.5639130646
"2026","male",7,12,13.771733517
"2027","male",10,9,4.1513954619
"2028","male",10,8,2.5477707006
"2029","male",15,6,6.7368936796
"2030","male",8,12,4.2871141597
"2031","male",8,12,9.1866731994
"2032","male",8,12,5.8182263596
"2033","male",8,12,7.0431161195
"2034","male",8,11,4.1596256337
"2035","male",10,12,4.9761146497
"2036","male",8,12,5.1309918907
"2037","male",12,9,5.3588926997
"2038","male",13,8,2.6423386087
"2039","male",7,11,3.821656051
"2040","male",10,11,4.5933365997
"2041","male",8,12,4.5924179324
"2042","male",13,8,5.5120039196
"2043","male",7,12,5.7555061008
"2044","male",8,12,4.0943318394
"2045","male",9,12,3.1800022613
"2046","male",11,11,6.9563705137
"2047","male",8,13,10.555394711
"2048","male",9,10,3.6131270066
"2049","male",10,12,9.7644513881
"2050","male",4,11,2.7936082244
"2051","male",10,11,5.2057814797
"2052","male",9,12,4.6044048807
"2053","male",10,11,9.1866731994
"2054","male",9,12,8.1570315347
"2055","male",10,12,10.110201193
"2056","male",9,12,12.169229973
"2057","male",8,12,5.9883499374
"2058","male",10,12,16.229789319
"2059","male",9,12,7.5687886445
"2060","male",11,10,10.184616379
"2061","male",11,9,7.0035301578
"2062","male",7,12,4.1226063117
"2063","male",7,12,3.3843925354
"2064","male",10,11,4.8149014321
"2065","male",5,12,7.1202941329
"2066","male",8,11,3.6746692798
"2067","male",5,12,9.1866731994
"2068","male",11,7,6.1309990122
"2069","male",7,11,2.7560019598
"2070","male",8,11,5.8182263596
"2071","male",6,11,11.330230279
"2072","male",9,9,1.6003584803
"2073","male",6,10,1.3099078152
"2074","male",6,11,2.4430677951
"2075","male",11,9,4.0904575469
"2076","male",7,10,4.3498524157
"2077","male",10,10,11.126340402
"2078","male",7,10,0.6832657788
"2079","male",6,11,7.3162334309
"2080","male",10,11,4.8995590397
"2081","male",11,10,6.7368936796
"2082","male",5,12,6.2650099196
"2083","male",10,11,3.3649801707
"2084","male",7,12,4.1690793283
"2085","male",8,11,5.2423265445
"2086","male",8,12,2.8204103697
"2087","male",9,12,8.5742283195
"2088","male",7,11,9.1866731994
"2089","male",7,10,4.1728931896
"2090","male",7,9,10.133178923
"2091","male",10,11,5.8466660247
"2092","male",10,10,7.6555609995
"2093","male",8,12,3.2497075263
"2094","male",4,13,5.6729184329
"2095","male",10,8,4.0946314832
"2096","male",6,11,7.3493385595
"2097","male",9,12,8.2009786501
"2098","male",8,11,5.2057814797
"2099","male",7,11,9.9522292994
"2100","male",8,10,2.969429721
"2101","male",14,6,5.5120039196
"2102","male",18,3,5.5168263203
"2103","male",8,12,14.392454679
"2104","male",12,7,5.0526702597
"2105","male",10,10,10.425660156
"2106","male",9,12,6.2605476618
"2107","male",6,11,2.7560019598
"2108","male",6,11,4.0693559802
"2109","male",9,11,3.7671768776
"2110","male",4,11,2.2500692329
"2111","male",8,12,4.5987089232
"2112","male",9,11,1.5833092067
"2113","male",8,12,8.9214233896
"2114","male",8,13,20.845396642
"2115","male",6,11,4.8995590397
"2116","male",9,11,4.0180587633
"2117","male",8,10,6.2520414829
"2118","male",8,11,3.4351964503
"2119","male",9,11,5.7449731485
"2120","male",7,12,5.955155093
"2121","male",2,13,4.7842464333
"2122","male",10,7,4.0355396525
"2123","male",8,13,8.9419598025
"2124","male",9,12,9.1866731994
"2125","male",14,6,5.4595086442
"2126","male",10,8,5.8159123362
"2127","male",7,11,2.6407241922
"2128","male",8,9,2.4497795198
"2129","male",8,9,2.7895299642
"2130","male",8,12,7.9123313684
"2131","male",3,10,5.925048141
"2132","male",6,10,7.9617834395
"2133","male",8,11,4.0300385311
"2134","male",9,10,4.6115951779
"2135","male",5,11,5.1537484425
"2136","male",7,11,5.3078556263
"2137","male",8,11,7.6128606593
"2138","male",8,11,8.8804507594
"2139","male",9,9,3.3684468398
"2140","male",6,9,5.1644000689
"2141","male",11,9,4.7996566834
"2142","male",11,5,3.8026428368
"2143","male",5,9,2.5578012939
"2144","male",5,10,5.5120039196
"2145","male",7,11,13.469397073
"2146","male",10,10,7.0431161195
"2147","male",7,11,5.9713375796
"2148","male",8,11,11.071436231
"2149","male",6,11,3.1154804763
"2150","male",6,9,4.8995590397
"2151","male",7,11,5.3588926997
"2152","male",7,10,3.768891569
"2153","male",8,10,5.5501228956
"2154","male",5,10,2.1055956204
"2155","male",9,11,3.8680729261
"2156","male",5,11,7.3493385595
"2157","male",9,11,10.702017848
"2158","male",8,10,5.790387956
"2159","male",9,10,6.8898338256
"2160","male",7,11,6.5837824596
"2161","male",7,12,5.3323722805
"2162","male",5,11,3.4920102805
"2163","male",5,11,5.5547326322
"2164","male",6,10,9.6282032292
"2165","male",8,10,4.0880378737
"2166","male",6,10,2.3451497613
"2167","male",6,9,0.8138109137
"2168","male",8,11,3.7988628737
"2169","male",4,11,1.6116970525
"2170","male",8,11,9.6460068594
"2171","male",6,10,3.9933710041
"2172","male",6,10,3.4663546947
"2173","male",5,12,9.9029956562
"2174","male",7,10,4.8995590397
"2175","male",4,10,2.4880573248
"2176","male",9,11,3.9277040606
"2177","male",7,10,3.0622243998
"2178","male",11,9,4.9847687621
"2179","male",12,6,2.7560019598
"2180","male",8,10,8.7334929454
"2181","male",8,10,2.1435570799
"2182","male",6,10,5.6714073816
"2183","male",9,11,2.5849946232
"2184","male",11,8,3.9808917197
"2185","male",6,11,10.411562959
"2186","male",6,10,5.2429236526
"2187","male",3,10,0.9829362271
"2188","male",10,9,3.9808917197
"2189","male",6,11,11.595623061
"2190","male",10,10,6.9993700567
"2191","male",9,9,5.9666761139
"2192","male",9,9,6.1244487996
"2193","male",6,10,6.4873790988
"2194","male",8,10,3.0399536769
"2195","male",4,10,2.3885350318
"2196","male",8,10,8.4744900899
"2197","male",8,10,6.3517010742
"2198","male",4,10,5.2057814797
"2199","male",9,10,7.0337227932
"2200","male",8,9,5.7787137867
"2201","male",4,9,3.9808917197
"2202","male",4,10,1.0049056142
"2203","male",6,10,9.1281593574
"2204","male",7,9,5.1574305681
"2205","male",4,9,4.5933365997
"2206","male",4,9,1.8312101911
"2207","male",6,9,3.7512557714
"2208","male",11,13,6.1739193069
"2209","male",12,12,8.2680058795
"2210","male",7,13,5.1049659538
"2211","male",8,14,8.5209722429
"2212","male",9,15,21.435570799
"2213","male",5,15,7.2497540262
"2214","male",12,12,13.167564919
"2215","male",8,14,6.4306712396
"2216","male",5,14,13.609886221
"2217","male",12,12,5.6242178822
"2218","male",11,11,4.7926461637
"2219","male",9,14,13.221963716
"2220","male",5,15,8.2680058795
"2221","male",11,12,7.279344859
"2222","male",8,15,12.555120039
"2223","male",11,12,7.4271562443
"2224","male",11,12,8.4925690021
"2225","male",9,12,15.311121999
"2226","male",9,15,13.780009799
"2227","male",10,13,9.7991180794
"2228","male",12,12,3.9808917197
"2229","male",11,12,6.8858667585
"2230","male",14,9,2.7573275981
"2231","male",13,11,4.0884833878
"2232","male",12,12,7.6555609995
"2233","male",6,12,2.6670013492
"2234","male",9,15,7.8358501338
"2235","male",15,8,3.6189924725
"2236","male",9,12,7.5126571942
"2237","male",11,12,5.5409263373
"2238","male",12,12,5.8182263596
"2239","male",6,14,5.1844171234
"2240","male",9,12,10.717785399
"2241","male",11,13,4.4855117969
"2242","male",14,5,7.5004464551
"2243","male",9,14,10.291712884
"2244","male",9,15,16.331863466
"2245","male",8,14,5.4190149065
"2246","male",8,15,5.6869881711
"2247","male",9,15,15.938603297
"2248","male",10,12,4.9330412199
"2249","male",11,12,9.9604204346
"2250","male",10,12,5.1412413242
"2251","male",11,12,7.3738363547
"2252","male",5,15,11.745042237
"2253","male",7,14,4.9340629766
"2254","male",7,13,8.685581934
"2255","male",12,12,9.2547226305
"2256","male",10,12,4.8995590397
"2257","male",12,11,1.6359828985
"2258","male",14,8,4.0899572463
"2259","male",8,14,7.446842222
"2260","male",12,12,7.8086722195
"2261","male",12,12,3.6746692798
"2262","male",10,12,5.1208114096
"2263","male",12,12,7.4387465712
"2264","male",10,13,8.3319301627
"2265","male",11,13,7.3091782395
"2266","male",11,12,5.0480305257
"2267","male",9,14,5.1760605696
"2268","male",12,12,5.3588926997
"2269","male",10,14,6.7368936796
"2270","male",15,8,2.9322169189
"2271","male",11,13,11.146496815
"2272","male",10,13,7.9355261837
"2273","male",9,15,7.1043606075
"2274","male",9,14,7.2852920361
"2275","male",12,12,5.5676807269
"2276","male",9,15,14.147476727
"2277","male",11,12,8.8804507594
"2278","male",10,12,10.166585007
"2279","male",8,14,10.071315804
"2280","male",11,12,5.0271718639
"2281","male",11,12,5.3588926997
"2282","male",11,12,5.5120039196
"2283","male",9,13,4.2951310899
"2284","male",8,15,9.7991180794
"2285","male",9,12,9.1866731994
"2286","male",8,16,8.9825249061
"2287","male",10,12,7.5024497795
"2288","male",10,12,11.024007839
"2289","male",12,12,4.6976249361
"2290","male",9,14,12.310142087
"2291","male",8,13,7.6555609995
"2292","male",12,12,8.6763024661
"2293","male",14,10,5.3524594551
"2294","male",11,12,5.4140127389
"2295","male",10,14,11.715960067
"2296","male",7,15,12.248897599
"2297","male",11,13,6.1244487996
"2298","male",11,12,2.5802075961
"2299","male",8,15,5.2380154207
"2300","male",5,14,8.4256983801
"2301","male",11,10,4.2510879903
"2302","male",7,14,5.1858359568
"2303","male",11,13,14.345555747
"2304","male",7,16,8.5742283195
"2305","male",7,13,2.585693664
"2306","male",8,15,8.4925690021
"2307","male",10,12,5.3588926997
"2308","male",8,15,9.6641629051
"2309","male",11,13,7.1025981762
"2310","male",11,12,6.3088616795
"2311","male",7,14,6.7472741013
"2312","male",9,12,5.2727042646
"2313","male",11,11,12.35858922
"2314","male",12,12,4.9488233445
"2315","male",11,12,11.769592911
"2316","male",9,12,5.103707333
"2317","male",12,12,9.1866731994
"2318","male",11,12,10.105340519
"2319","male",12,12,5.8578418929
"2320","male",10,14,4.5933365997
"2321","male",9,14,11.636452719
"2322","male",10,12,0.3382370661
"2323","male",10,12,8.1242688158
"2324","male",9,12,3.3113227761
"2325","male",8,12,2.769315979
"2326","male",9,12,3.3641338477
"2327","male",6,14,4.4541445815
"2328","male",10,12,10.044096031
"2329","male",6,14,11.330230279
"2330","male",12,12,6.7368936796
"2331","male",10,14,4.6155266316
"2332","male",10,12,6.5837824596
"2333","male",9,14,4.9902916145
"2334","male",12,12,8.8192062714
"2335","male",9,12,3.5739561217
"2336","male",9,12,4.6605561597
"2337","male",10,12,4.7022613602
"2338","male",15,9,3.9291918273
"2339","male",11,12,9.8207020399
"2340","male",10,14,3.5828025478
"2341","male",11,12,8.2680058795
"2342","male",12,11,6.4306712396
"2343","male",9,15,5.9416294325
"2344","male",10,12,3.9925281725
"2345","male",6,15,6.0661207158
"2346","male",9,15,8.5742283195
"2347","male",9,15,8.2680058795
"2348","male",9,14,11.996229756
"2349","male",9,15,12.119961835
"2350","male",9,14,6.304210778
"2351","male",9,15,9.3525759897
"2352","male",7,14,6.8403591715
"2353","male",7,14,7.2544723822
"2354","male",12,12,3.6557416234
"2355","male",8,15,6.9205039152
"2356","male",7,15,11.266674679
"2357","male",8,15,9.1866731994
"2358","male",7,15,3.5884094375
"2359","male",11,9,3.4551135681
"2360","male",9,15,9.7206054965
"2361","male",9,15,14.618356479
"2362","male",8,14,11.557427573
"2363","male",12,12,6.5981630714
"2364","male",9,15,3.9196472317
"2365","male",10,12,4.4541445815
"2366","male",8,15,5.2432642565
"2367","male",8,9,18.373346399
"2368","male",10,12,7.8143430054
"2369","male",10,12,7.0063694268
"2370","male",9,15,13.491889178
"2371","male",10,14,7.1451902662
"2372","male",9,15,7.5513822313
"2373","male",7,15,7.9617834395
"2374","male",9,15,7.7351672126
"2375","male",8,16,8.7103271817
"2376","male",12,12,5.0516143202
"2377","male",6,13,4.8995590397
"2378","male",6,15,2.6818638954
"2379","male",8,15,14.336330309
"2380","male",7,14,12.003919647
"2381","male",8,15,15.004899559
"2382","male",14,10,3.3587711521
"2383","male",8,15,10.411562959
"2384","male",11,12,4.8124557679
"2385","male",7,15,7.9617834395
"2386","male",9,15,8.2067613915
"2387","male",9,14,6.2814859483
"2388","male",9,15,22.911836136
"2389","male",10,12,5.2057814797
"2390","male",12,12,5.5547326322
"2391","male",12,7,4.0725234985
"2392","male",6,15,6.9160150368
"2393","male",11,12,6.2738255996
"2394","male",8,14,13.081822636
"2395","male",9,10,1.8947028945
"2396","male",11,12,6.1048818705
"2397","male",12,12,8.3079479369
